context_id,archid,device,dataset,accuracy,latency
5,5111,pixel3,cifar10,94.306660,17.584600
5,8695,pixel3,cifar10,94.220000,17.564500
5,6584,pixel3,cifar10,94.160000,15.720300
5,11692,pixel3,cifar10,94.130000,15.490100
5,8708,pixel3,cifar10,94.080000,12.839000
5,6330,pixel3,cifar10,94.006670,11.512400
5,8592,pixel3,cifar10,93.750000,10.769800
5,13869,pixel3,cifar10,93.656670,10.634700
5,13987,pixel3,cifar10,93.596664,9.922680
5,1941,pixel3,cifar10,93.533330,9.128690
5,13171,pixel3,cifar10,93.530000,7.717220
5,6382,pixel3,cifar10,93.376660,7.048190
5,4627,pixel3,cifar10,93.270000,7.036050
5,1943,pixel3,cifar10,93.116670,6.492030
5,8836,pixel3,cifar10,92.220000,6.313990
5,1339,pixel3,cifar10,92.136665,5.802240
5,1894,pixel3,cifar10,92.110000,5.778250
5,11972,pixel3,cifar10,91.510000,5.627010
5,12452,pixel3,cifar10,91.350000,5.590110
5,6434,pixel3,cifar10,91.080000,4.811140
5,6854,pixel3,cifar10,91.040000,4.514220
5,6899,pixel3,cifar10,90.900000,3.961410
5,8323,pixel3,cifar10,90.870000,3.106420
5,2779,pixel3,cifar10,90.806660,3.102950
5,10689,pixel3,cifar10,90.790000,2.669770
5,13096,pixel3,cifar10,90.700000,2.666040
5,7197,pixel3,cifar10,90.366670,2.447670
5,6985,pixel3,cifar10,89.940000,2.367450
5,1781,pixel3,cifar10,89.883330,1.712020
5,2035,pixel3,cifar10,89.670000,1.706480
5,1416,pixel3,cifar10,89.546670,1.691430
5,6624,pixel3,cifar10,89.120000,1.670570
5,1804,pixel3,cifar10,89.063330,1.579900
5,5224,pixel3,cifar10,88.980000,1.570360
5,6918,pixel3,cifar10,87.000000,1.478790
5,7017,pixel3,cifar10,86.970000,1.403930
5,55,pixel3,cifar10,86.756670,1.057440
5,9230,pixel3,cifar10,86.580000,1.056760
5,1497,pixel3,cifar10,86.556660,1.056630
5,25,pixel3,cifar10,86.540000,1.054570
5,7001,pixel3,cifar10,10.000000,0.003277
6,6111,raspi4,cifar10,94.373340,68.404106
6,3731,raspi4,cifar10,94.343330,58.070793
6,5111,raspi4,cifar10,94.306660,41.756905
6,6584,raspi4,cifar10,94.160000,38.818527
6,11692,raspi4,cifar10,94.130000,37.583630
6,5780,raspi4,cifar10,93.980000,34.928463
6,8426,raspi4,cifar10,93.840000,31.394428
6,8592,raspi4,cifar10,93.750000,25.477009
6,1941,raspi4,cifar10,93.533330,25.121769
6,10412,raspi4,cifar10,93.530000,25.079220
6,12002,raspi4,cifar10,93.510000,24.816572
6,8008,raspi4,cifar10,93.480000,22.571420
6,11533,raspi4,cifar10,93.420000,21.715693
6,6382,raspi4,cifar10,93.376660,21.461164
6,2058,raspi4,cifar10,93.270000,19.484835
6,11810,raspi4,cifar10,92.780000,18.619905
6,13611,raspi4,cifar10,92.490000,18.523302
6,6960,raspi4,cifar10,92.280000,17.162752
6,12505,raspi4,cifar10,92.150000,16.747276
6,7058,raspi4,cifar10,92.040000,16.469465
6,6953,raspi4,cifar10,91.990000,15.601654
6,11972,raspi4,cifar10,91.510000,12.403558
6,10275,raspi4,cifar10,91.080000,9.993188
6,8323,raspi4,cifar10,90.870000,7.426308
6,13846,raspi4,cifar10,90.720000,7.176163
6,6985,raspi4,cifar10,89.940000,4.995646
6,2035,raspi4,cifar10,89.670000,4.984099
6,9380,raspi4,cifar10,89.335000,4.875613
6,9271,raspi4,cifar10,89.250000,4.830311
6,1804,raspi4,cifar10,89.063330,4.791845
6,4210,raspi4,cifar10,89.030000,4.782748
6,14565,raspi4,cifar10,88.880000,4.781183
6,14677,raspi4,cifar10,88.670000,4.755260
6,6918,raspi4,cifar10,87.000000,2.787590
6,7017,raspi4,cifar10,86.970000,2.544041
6,1690,raspi4,cifar10,86.646670,2.536549
6,1962,raspi4,cifar10,86.530000,2.529453
6,9980,raspi4,cifar10,10.000000,0.011284
7,9930,edgegpu,cifar100,73.513336,6.803060
7,3888,edgegpu,cifar100,73.260000,6.797867
7,4954,edgegpu,cifar100,73.000000,6.669736
7,2778,edgegpu,cifar100,72.993330,6.134028
7,4418,edgegpu,cifar100,72.746666,5.352364
7,1425,edgegpu,cifar100,72.093330,5.310225
7,12415,edgegpu,cifar100,71.940000,4.828467
7,9997,edgegpu,cifar100,71.520000,3.466139
7,8401,edgegpu,cifar100,71.080000,3.302102
7,6124,edgegpu,cifar100,68.360000,3.185835
7,11810,edgegpu,cifar100,68.300000,1.779551
7,11885,edgegpu,cifar100,68.040000,1.776652
7,1038,edgegpu,cifar100,67.500000,1.758428
7,6381,edgegpu,cifar100,66.800000,1.753340
7,14677,edgegpu,cifar100,62.420000,1.746187
7,8912,edgegpu,cifar100,59.200000,1.441355
7,2304,edgegpu,cifar100,58.660000,1.440253
7,9922,edgegpu,cifar100,58.560000,1.428552
7,11067,edgegpu,cifar100,58.186670,1.427836
7,1509,edgegpu,cifar100,1.000000,0.505853
8,9930,edgetpu,cifar100,73.513336,1.454107
8,3888,edgetpu,cifar100,73.260000,1.316226
8,10000,edgetpu,cifar100,73.160000,1.283461
8,857,edgetpu,cifar100,72.880000,1.264168
8,12761,edgetpu,cifar100,72.860000,1.225212
8,4418,edgetpu,cifar100,72.746666,1.093699
8,12574,edgetpu,cifar100,72.740000,0.932430
8,1425,edgetpu,cifar100,72.093330,0.910660
8,12415,edgetpu,cifar100,71.940000,0.872299
8,9997,edgetpu,cifar100,71.520000,0.729986
8,8401,edgetpu,cifar100,71.080000,0.728572
8,69,edgetpu,cifar100,71.020000,0.727259
8,15363,edgetpu,cifar100,70.520000,0.676394
8,11973,edgetpu,cifar100,70.340000,0.641728
8,3487,edgetpu,cifar100,70.093330,0.637182
8,4659,edgetpu,cifar100,70.060000,0.636433
8,11533,edgetpu,cifar100,69.760000,0.635877
8,577,edgetpu,cifar100,69.680000,0.635228
8,1943,edgetpu,cifar100,69.626660,0.634759
8,797,edgetpu,cifar100,69.580000,0.633351
8,10443,edgetpu,cifar100,68.300000,0.489020
8,781,edgetpu,cifar100,67.960000,0.487922
8,1996,edgetpu,cifar100,67.820000,0.486748
8,6946,edgetpu,cifar100,67.500000,0.486233
8,13829,edgetpu,cifar100,66.873340,0.485137
8,9271,edgetpu,cifar100,63.400000,0.393151
8,2705,edgetpu,cifar100,62.813330,0.393026
8,12607,edgetpu,cifar100,62.600000,0.392830
8,3303,edgetpu,cifar100,62.420000,0.392593
8,4155,edgetpu,cifar100,62.306667,0.391442
8,8912,edgetpu,cifar100,59.200000,0.377698
8,5019,edgetpu,cifar100,58.880000,0.357058
8,8638,edgetpu,cifar100,58.860000,0.356631
8,1110,edgetpu,cifar100,58.840000,0.355938
8,777,edgetpu,cifar100,58.650000,0.355588
8,14945,edgetpu,cifar100,58.500000,0.354940
9,9930,eyeriss,cifar100,73.513336,9.055360
9,3888,eyeriss,cifar100,73.260000,6.597760
9,12761,eyeriss,cifar100,72.860000,6.352000
9,12574,eyeriss,cifar100,72.740000,5.123200
9,3540,eyeriss,cifar100,71.500000,4.877440
9,14714,eyeriss,cifar100,71.280000,4.140160
9,6925,eyeriss,cifar100,71.220000,3.894400
9,6787,eyeriss,cifar100,70.720000,3.648640
9,11973,eyeriss,cifar100,70.340000,3.402880
9,14112,eyeriss,cifar100,68.386665,2.911360
9,11301,eyeriss,cifar100,68.220000,2.665600
9,12820,eyeriss,cifar100,67.720000,2.419840
9,10689,eyeriss,cifar100,67.500000,2.174080
9,5651,eyeriss,cifar100,64.690000,1.928320
9,5084,eyeriss,cifar100,58.813330,1.682560
10,9930,fpga,cifar100,73.513336,7.420960
10,3888,fpga,cifar100,73.260000,5.936160
10,12761,fpga,cifar100,72.860000,5.420960
10,12574,fpga,cifar100,72.740000,4.678560
10,9997,fpga,cifar100,71.520000,4.572960
10,3540,fpga,cifar100,71.500000,4.163360
10,6830,fpga,cifar100,71.460000,4.057760
10,6925,fpga,cifar100,71.220000,3.936160
10,12295,fpga,cifar100,71.160000,3.648160
10,6787,fpga,cifar100,70.720000,3.420960
10,11973,fpga,cifar100,70.340000,2.905760
10,11979,fpga,cifar100,68.000000,2.800160
10,15033,fpga,cifar100,67.793335,2.390560
10,10689,fpga,cifar100,67.500000,2.163360
10,4249,fpga,cifar100,65.080000,2.057760
10,5651,fpga,cifar100,64.690000,1.648160
10,5033,fpga,cifar100,59.060000,1.542560
10,5084,fpga,cifar100,58.813330,1.132960
11,9930,pixel3,cifar100,73.513336,42.003600
11,3888,pixel3,cifar100,73.260000,23.477200
11,1459,pixel3,cifar100,73.140000,23.437900
11,857,pixel3,cifar100,72.880000,19.113200
11,12574,pixel3,cifar100,72.740000,16.473900
11,699,pixel3,cifar100,72.240000,12.079400
11,6925,pixel3,cifar100,71.220000,10.688000
11,11000,pixel3,cifar100,71.180000,10.677600
11,6787,pixel3,cifar100,70.720000,9.854430
11,15363,pixel3,cifar100,70.520000,9.708640
11,1450,pixel3,cifar100,70.506670,9.337360
11,11973,pixel3,cifar100,70.340000,8.988510
11,572,pixel3,cifar100,70.313330,8.017480
11,898,pixel3,cifar100,70.000000,6.516140
11,14112,pixel3,cifar100,68.386665,5.745320
11,11301,pixel3,cifar100,68.220000,5.352090
11,12970,pixel3,cifar100,68.140000,4.782110
11,485,pixel3,cifar100,67.593330,4.124800
11,10689,pixel3,cifar100,67.500000,3.109220
11,8323,pixel3,cifar100,67.080000,3.106340
11,724,pixel3,cifar100,67.053340,2.875650
11,1090,pixel3,cifar100,65.220000,2.811310
11,10042,pixel3,cifar100,64.880000,2.794690
11,5651,pixel3,cifar100,64.690000,2.376870
11,1416,pixel3,cifar100,64.493330,2.084060
11,858,pixel3,cifar100,64.133330,2.003500
11,1558,pixel3,cifar100,64.020000,1.705220
11,906,pixel3,cifar100,62.393333,1.661810
11,1593,pixel3,cifar100,62.126667,1.582050
11,894,pixel3,cifar100,61.933334,1.581120
11,8912,pixel3,cifar100,59.200000,1.478790
11,8638,pixel3,cifar100,58.860000,1.478570
11,1409,pixel3,cifar100,58.853333,1.275090
11,777,pixel3,cifar100,58.650000,1.087020
11,6337,pixel3,cifar100,1.000000,0.008753
12,9930,raspi4,cifar100,73.513336,71.152000
12,3888,raspi4,cifar100,73.260000,55.029520
12,1459,raspi4,cifar100,73.140000,53.879950
12,12761,raspi4,cifar100,72.860000,53.718200
12,4418,raspi4,cifar100,72.746666,47.162354
12,12574,raspi4,cifar100,72.740000,36.371254
12,9997,raspi4,cifar100,71.520000,34.996710
12,6830,raspi4,cifar100,71.460000,34.491814
12,14714,raspi4,cifar100,71.280000,24.692347
12,6925,raspi4,cifar100,71.220000,24.195030
12,6787,raspi4,cifar100,70.720000,23.081835
12,15363,raspi4,cifar100,70.520000,21.809430
12,3487,raspi4,cifar100,70.093330,21.603350
12,898,raspi4,cifar100,70.000000,21.506163
12,1572,raspi4,cifar100,69.900000,19.916142
12,7030,raspi4,cifar100,69.600000,19.218203
12,14792,raspi4,cifar100,69.500000,19.111843
12,14112,raspi4,cifar100,68.386665,14.423308
12,7891,raspi4,cifar100,67.550000,12.536592
12,10689,raspi4,cifar100,67.500000,7.381845
12,4409,raspi4,cifar100,67.173330,7.228629
12,12915,raspi4,cifar100,66.950000,7.226311
12,13430,raspi4,cifar100,66.700000,7.203785
12,10042,raspi4,cifar100,64.880000,5.100886
12,375,raspi4,cifar100,64.440000,5.099302
12,8720,raspi4,cifar100,64.130000,5.082239
12,4498,raspi4,cifar100,64.086670,5.022347
12,2035,raspi4,cifar100,63.926666,5.005698
12,9926,raspi4,cifar100,63.520000,4.999532
12,9271,raspi4,cifar100,63.400000,4.800893
12,12607,raspi4,cifar100,62.600000,4.779045
12,8912,raspi4,cifar100,59.200000,2.818969
12,15589,raspi4,cifar100,59.060000,2.795078
12,10222,raspi4,cifar100,58.860000,2.747804
12,6918,raspi4,cifar100,58.800000,2.571364
12,14612,raspi4,cifar100,58.720000,2.563505
12,6822,raspi4,cifar100,58.426666,2.558594
12,2222,raspi4,cifar100,58.313330,2.538255
12,8740,raspi4,cifar100,1.000000,0.015215
13,857,edgegpu,ImageNet16-120,47.311110,6.707663
13,15383,edgegpu,ImageNet16-120,47.033333,6.262836
13,9586,edgegpu,ImageNet16-120,46.933334,5.222673
13,12415,edgegpu,ImageNet16-120,46.566666,4.667692
13,15159,edgegpu,ImageNet16-120,45.566666,4.632421
13,14840,edgegpu,ImageNet16-120,45.311110,4.224715
13,8884,edgegpu,ImageNet16-120,45.033333,3.499999
13,4946,edgegpu,ImageNet16-120,44.700000,3.490419
13,8426,edgegpu,ImageNet16-120,44.633335,3.370147
13,9722,edgegpu,ImageNet16-120,44.000000,3.327813
13,8401,edgegpu,ImageNet16-120,43.833332,3.322444
13,11217,edgegpu,ImageNet16-120,43.466667,3.316708
13,2650,edgegpu,ImageNet16-120,42.433334,3.309817
13,454,edgegpu,ImageNet16-120,41.277780,3.303313
13,12081,edgegpu,ImageNet16-120,40.233334,2.730479
13,5751,edgegpu,ImageNet16-120,40.044445,2.434626
13,10947,edgegpu,ImageNet16-120,39.944443,1.909800
13,4160,edgegpu,ImageNet16-120,39.833332,1.756272
13,4332,edgegpu,ImageNet16-120,39.444443,1.745496
13,7760,edgegpu,ImageNet16-120,39.100000,1.743751
13,6950,edgegpu,ImageNet16-120,38.700000,1.740150
13,13760,edgegpu,ImageNet16-120,32.333332,1.739759
13,13411,edgegpu,ImageNet16-120,31.855556,1.736240
13,4988,edgegpu,ImageNet16-120,28.933332,1.448212
13,4587,edgegpu,ImageNet16-120,28.800000,1.445131
13,7187,edgegpu,ImageNet16-120,28.683332,1.443858
13,14117,edgegpu,ImageNet16-120,28.677778,1.435547
13,1164,edgegpu,ImageNet16-120,28.522223,1.435223
13,14612,edgegpu,ImageNet16-120,28.488890,1.434064
13,15288,edgegpu,ImageNet16-120,28.422222,1.417041
13,15376,edgegpu,ImageNet16-120,0.833333,0.533953
14,857,edgetpu,ImageNet16-120,47.311110,0.997730
14,15383,edgetpu,ImageNet16-120,47.033333,0.780914
14,12415,edgetpu,ImageNet16-120,46.566666,0.710906
14,14840,edgetpu,ImageNet16-120,45.311110,0.666690
14,3540,edgetpu,ImageNet16-120,45.122223,0.648670
14,8884,edgetpu,ImageNet16-120,45.033333,0.615792
14,7357,edgetpu,ImageNet16-120,44.666668,0.600498
14,15363,edgetpu,ImageNet16-120,44.333332,0.582280
14,11079,edgetpu,ImageNet16-120,43.566666,0.552430
14,4627,edgetpu,ImageNet16-120,43.500000,0.552306
14,7750,edgetpu,ImageNet16-120,43.066666,0.551617
14,7273,edgetpu,ImageNet16-120,42.966667,0.550014
14,5530,edgetpu,ImageNet16-120,42.577778,0.549937
14,9689,edgetpu,ImageNet16-120,42.533333,0.549702
14,4830,edgetpu,ImageNet16-120,42.233334,0.549457
14,13769,edgetpu,ImageNet16-120,41.555557,0.549360
14,14662,edgetpu,ImageNet16-120,41.166668,0.547835
14,5586,edgetpu,ImageNet16-120,40.811110,0.546420
14,10017,edgetpu,ImageNet16-120,40.566666,0.524950
14,12231,edgetpu,ImageNet16-120,40.200000,0.518358
14,7396,edgetpu,ImageNet16-120,40.177776,0.517218
14,5751,edgetpu,ImageNet16-120,40.044445,0.516992
14,10332,edgetpu,ImageNet16-120,40.033333,0.516152
14,8447,edgetpu,ImageNet16-120,40.011112,0.514586
14,10167,edgetpu,ImageNet16-120,39.944443,0.444058
14,4160,edgetpu,ImageNet16-120,39.833332,0.430355
14,15107,edgetpu,ImageNet16-120,39.800000,0.430284
14,11262,edgetpu,ImageNet16-120,39.733334,0.430019
14,13097,edgetpu,ImageNet16-120,39.655556,0.428424
14,11282,edgetpu,ImageNet16-120,39.633335,0.428409
14,70,edgetpu,ImageNet16-120,39.377777,0.428228
14,11885,edgetpu,ImageNet16-120,39.166668,0.427395
14,6950,edgetpu,ImageNet16-120,38.700000,0.427379
14,14677,edgetpu,ImageNet16-120,33.233334,0.364575
14,7431,edgetpu,ImageNet16-120,32.577778,0.363954
14,6520,edgetpu,ImageNet16-120,32.383335,0.363944
14,8781,edgetpu,ImageNet16-120,32.366665,0.363484
14,13972,edgetpu,ImageNet16-120,31.933332,0.363440
14,4988,edgetpu,ImageNet16-120,28.933332,0.360694
14,13931,edgetpu,ImageNet16-120,28.788889,0.360349
14,5724,edgetpu,ImageNet16-120,28.366667,0.359987
14,10888,edgetpu,ImageNet16-120,28.333334,0.359044
14,15014,edgetpu,ImageNet16-120,28.266666,0.358110
15,857,eyeriss,ImageNet16-120,47.311110,1.651840
15,15383,eyeriss,ImageNet16-120,47.033333,1.283200
15,14417,eyeriss,ImageNet16-120,45.900000,1.098880
15,8853,eyeriss,ImageNet16-120,45.600000,1.037440
15,1939,eyeriss,ImageNet16-120,45.077778,0.976000
15,6787,eyeriss,ImageNet16-120,44.400000,0.914560
15,8008,eyeriss,ImageNet16-120,43.500000,0.853120
15,6854,eyeriss,ImageNet16-120,40.800000,0.668800
15,735,eyeriss,ImageNet16-120,38.544445,0.607360
15,2835,eyeriss,ImageNet16-120,38.222220,0.545920
15,4829,eyeriss,ImageNet16-120,34.200000,0.484480
15,4988,eyeriss,ImageNet16-120,28.933332,0.423040
16,857,fpga,ImageNet16-120,47.311110,2.038400
16,15383,fpga,ImageNet16-120,47.033333,1.504000
16,14417,fpga,ImageNet16-120,45.900000,1.276320
16,15446,fpga,ImageNet16-120,45.766666,1.116320
16,1939,fpga,ImageNet16-120,45.077778,1.062400
16,14748,fpga,ImageNet16-120,44.900000,0.995200
16,6787,fpga,ImageNet16-120,44.400000,0.969600
16,11079,fpga,ImageNet16-120,43.566666,0.902400
16,8008,fpga,ImageNet16-120,43.500000,0.876800
16,6854,fpga,ImageNet16-120,40.800000,0.809120
16,10017,fpga,ImageNet16-120,40.566666,0.784000
16,12452,fpga,ImageNet16-120,40.533333,0.780320
16,6868,fpga,ImageNet16-120,39.000000,0.649120
16,2835,fpga,ImageNet16-120,38.222220,0.546720
16,5793,fpga,ImageNet16-120,35.033333,0.517920
16,4829,fpga,ImageNet16-120,34.200000,0.415520
16,4988,fpga,ImageNet16-120,28.933332,0.284320
17,857,pixel3,ImageNet16-120,47.311110,6.686850
17,15383,pixel3,ImageNet16-120,47.033333,5.191720
17,2018,pixel3,ImageNet16-120,46.433334,4.949210
17,10154,pixel3,ImageNet16-120,46.133335,4.783700
17,12466,pixel3,ImageNet16-120,46.100000,4.680280
17,1425,pixel3,ImageNet16-120,45.977780,4.619290
17,14417,pixel3,ImageNet16-120,45.900000,4.143030
17,15446,pixel3,ImageNet16-120,45.766666,3.439380
17,1939,pixel3,ImageNet16-120,45.077778,3.021500
17,12355,pixel3,ImageNet16-120,45.033333,2.989390
17,11000,pixel3,ImageNet16-120,44.866665,2.962520
17,8683,pixel3,ImageNet16-120,44.200000,2.711960
17,2899,pixel3,ImageNet16-120,43.911110,2.701210
17,11079,pixel3,ImageNet16-120,43.566666,2.479610
17,12424,pixel3,ImageNet16-120,43.133330,2.470150
17,4004,pixel3,ImageNet16-120,42.811110,2.467510
17,898,pixel3,ImageNet16-120,42.466667,2.467210
17,872,pixel3,ImageNet16-120,41.777780,2.465030
17,6854,pixel3,ImageNet16-120,40.800000,1.621620
17,12452,pixel3,ImageNet16-120,40.533333,1.504410
17,12639,pixel3,ImageNet16-120,40.400000,1.304440
17,735,pixel3,ImageNet16-120,38.544445,1.107950
17,2835,pixel3,ImageNet16-120,38.222220,0.868646
17,1204,pixel3,ImageNet16-120,37.844444,0.864966
17,4432,pixel3,ImageNet16-120,37.800000,0.861157
17,13059,pixel3,ImageNet16-120,34.266666,0.668679
17,8584,pixel3,ImageNet16-120,34.088890,0.664046
17,4895,pixel3,ImageNet16-120,33.200000,0.619070
17,4977,pixel3,ImageNet16-120,32.966667,0.617991
17,2002,pixel3,ImageNet16-120,32.277780,0.617751
17,4988,pixel3,ImageNet16-120,28.933332,0.485996
17,4587,pixel3,ImageNet16-120,28.800000,0.445767
17,8954,pixel3,ImageNet16-120,28.733334,0.424855
17,1549,pixel3,ImageNet16-120,28.655556,0.424747
17,1110,pixel3,ImageNet16-120,28.600000,0.423927
17,6014,pixel3,ImageNet16-120,28.533333,0.423391
17,3728,pixel3,ImageNet16-120,28.500000,0.422880
17,1860,pixel3,ImageNet16-120,28.433332,0.422587
17,758,pixel3,ImageNet16-120,28.333334,0.422134
17,4384,pixel3,ImageNet16-120,28.133333,0.421612
17,13756,pixel3,ImageNet16-120,0.833333,0.005289
18,857,raspi4,ImageNet16-120,47.311110,9.020064
18,15383,raspi4,ImageNet16-120,47.033333,8.565354
18,11584,raspi4,ImageNet16-120,46.666668,8.014434
18,8733,raspi4,ImageNet16-120,46.600000,7.477213
18,14417,raspi4,ImageNet16-120,45.900000,6.948865
18,8736,raspi4,ImageNet16-120,45.700000,6.658077
18,10835,raspi4,ImageNet16-120,45.233334,6.632419
18,10217,raspi4,ImageNet16-120,45.100000,6.109362
18,1939,raspi4,ImageNet16-120,45.077778,5.341908
18,8884,raspi4,ImageNet16-120,45.033333,5.293177
18,7357,raspi4,ImageNet16-120,44.666668,4.480689
18,15363,raspi4,ImageNet16-120,44.333332,4.480516
18,8683,raspi4,ImageNet16-120,44.200000,4.462997
18,11079,raspi4,ImageNet16-120,43.566666,3.802027
18,14792,raspi4,ImageNet16-120,43.033333,3.792447
18,1413,raspi4,ImageNet16-120,42.711113,3.788479
18,5530,raspi4,ImageNet16-120,42.577778,3.785925
18,219,raspi4,ImageNet16-120,42.500000,3.768475
18,4995,raspi4,ImageNet16-120,42.166668,3.766336
18,3782,raspi4,ImageNet16-120,41.866665,3.755286
18,6854,raspi4,ImageNet16-120,40.800000,3.661016
18,10017,raspi4,ImageNet16-120,40.566666,3.181383
18,5973,raspi4,ImageNet16-120,40.100000,3.159922
18,8447,raspi4,ImageNet16-120,40.011112,3.156609
18,10167,raspi4,ImageNet16-120,39.944443,3.106316
18,15107,raspi4,ImageNet16-120,39.800000,3.083329
18,8355,raspi4,ImageNet16-120,39.666668,3.083286
18,10472,raspi4,ImageNet16-120,39.633335,3.079679
18,6336,raspi4,ImageNet16-120,39.366665,3.073392
18,12505,raspi4,ImageNet16-120,39.283333,3.062432
18,6868,raspi4,ImageNet16-120,39.000000,2.982937
18,735,raspi4,ImageNet16-120,38.544445,2.911079
18,9496,raspi4,ImageNet16-120,38.200000,2.204048
18,9032,raspi4,ImageNet16-120,38.016666,2.201532
18,1204,raspi4,ImageNet16-120,37.844444,2.199356
18,3960,raspi4,ImageNet16-120,37.755554,2.197980
18,2779,raspi4,ImageNet16-120,37.355556,2.190654
18,13059,raspi4,ImageNet16-120,34.266666,1.595651
18,8584,raspi4,ImageNet16-120,34.088890,1.586268
18,3687,raspi4,ImageNet16-120,34.066666,1.583497
18,12358,raspi4,ImageNet16-120,34.055557,1.582727
18,5637,raspi4,ImageNet16-120,33.933334,1.580707
18,14697,raspi4,ImageNet16-120,33.900000,1.580382
18,14677,raspi4,ImageNet16-120,33.233334,1.537227
18,3431,raspi4,ImageNet16-120,32.966667,1.536690
18,13771,raspi4,ImageNet16-120,32.744446,1.533813
18,5455,raspi4,ImageNet16-120,32.611110,1.532377
18,7227,raspi4,ImageNet16-120,32.533333,1.530737
